universe_name,holdings_name,Last,Avg,vs Avg,Z Score,Percentile,universe_cusip,holdings_cusip
PLD 5  05/15/35,NACN 5.023 02/01/29,30.774237580000005,18.222701916054053,12.551535663945952,3.336226778157061,99.45945945945947,74340XCR0,63306AHT6
PLD 5  05/15/35,BNS 4.68 02/01/29,30.871114090000006,18.284532355945945,12.586581734054061,3.223665182239738,99.45945945945947,74340XCR0,064164QM1
PLD 5  05/15/35,TD 5.491 09/08/28,31.214547880000005,20.619749323405404,10.5947985565946,3.2032110920138233,99.45945945945947,74340XCR0,89117GX51
PLD 5  05/15/35,BNS 3.734 06/27/31,14.015441140000007,1.4704715323783788,12.544969607621628,3.1485859496120363,99.45945945945947,74340XCR0,06418YXB9
PLD 5  05/15/35,BNS 3.836 09/26/30,19.655352680000007,8.703309437945943,10.952043242054064,3.144375459616414,99.45945945945947,74340XCR0,06418MM43
PLD 5  05/15/35,RY 4.829 08/08/34,-8.88859746,-23.077908617945944,14.189311157945944,3.1398499478832984,99.45945945945947,74340XCR0,7800867G3
PLD 5  05/15/35,TD 4.002 10/31/30,18.69143084000001,8.161357736000001,10.530073104000008,3.096068548576496,99.45945945945947,74340XCR0,89116CST5
PLD 5  05/15/35,NACN 5.949 01/29/34,-5.118769929999999,-20.199183088216216,15.080413158216217,3.0273173457908906,99.45945945945947,74340XCR0,136765BX1
PLD 5  05/15/35,CM 4.9 06/12/34,-10.820093659999998,-24.52326493378378,13.70317127378378,2.9516574471992003,99.45945945945947,74340XCR0,13607PBA1
PLD 5  05/15/35,RLNCE 2.67 08/01/28,8.684890320000008,-3.714202227351351,12.399092547351358,2.9225539366028177,99.45945945945947,74340XCR0,759480AM8
PLD 5  05/15/35,RLNCE 5  05/15/31,-26.82162611999999,-40.342862407243246,13.521236287243255,2.9124024767321455,99.45945945945947,74340XCR0,759480AN6
PLD 5  05/15/35,GILCN 4.149 11/22/30,-16.07635203999999,-30.600557870378378,14.524205830378389,2.8993847731628613,99.45945945945947,74340XCR0,375916AE3
PLD 5  05/15/35,SLFCN 5  07/04/35,-0.07086376999998834,-9.92459746172973,9.853733691729742,2.8859148386362232,99.45945945945947,74340XCR0,86682ZAT3
PLD 5  05/15/35,CCDJ 5.279 05/15/34,-10.164525069999996,-24.376942526486477,14.212417456486481,2.8664107070742046,99.45945945945947,74340XCR0,31430WU44
PLD 5  05/15/35,CCDJ 3.804 09/24/29,25.06485723000001,13.210266065837837,11.854591164162171,2.8617009692228224,97.2972972972973,74340XCR0,31430W3J1
PLD 5  05/15/35,GILCN 4.362 11/22/29,-4.908326189999997,-18.621292655405405,13.712966465405408,2.857054909464242,99.45945945945947,74340XCR0,375916AA1
PLD 5  05/15/35,BMO 4.077 03/05/35,-17.169192629999998,-33.507722714216214,16.338530084216217,2.7875027633461404,99.45945945945947,74340XCR0,06369ZCL6
PLD 5  05/15/35,DIRUCN 5.383 03/22/28,-1.6673901099999995,-11.898798426,10.231408316000001,2.756593388067304,99.45945945945947,74340XCR0,26153WAJ8
PLD 5  05/15/35,BCECN 4.55 02/09/30,6.151370320000012,-5.42985770637838,11.581228026378392,2.6869254775027223,99.45945945945947,74340XCR0,07813ZCL6
PLD 5  05/15/35,BIP 5.71 07/27/30,-5.006596909999999,-14.394573711567569,9.38797680156757,2.6501477840586207,97.2972972972973,74340XCR0,11291ZAM9
PLD 5  05/15/35,CSHU 3.65 05/06/28,2.567506900000012,-8.592090607351352,11.159597507351364,2.595168642345257,99.45945945945947,74340XCR0,16141AAG8
BIP 5.439 04/25/34,RLNCE 2.67 08/01/28,48.45756985,42.73736912902703,5.720200720972969,2.5001773522765722,98.91891891891892,11291ZAH0,759480AM8
PLD 5  05/15/35,GRTCN 6.074 04/12/29,-5.683946029999987,-19.49790072389189,13.813954693891905,2.492077866175674,99.45945945945947,74340XCR0,387427AM9
BIP 5.439 04/25/34,NACN 5.949 01/29/34,34.65390959999999,26.252388268162164,8.401521331837827,2.4874994602997207,97.2972972972973,11291ZAH0,136765BX1
BIP 5.439 04/25/34,RLNCE 5  05/15/31,12.95105341,6.108708949135136,6.842344460864864,2.4584365567301774,98.37837837837839,11291ZAH0,759480AN6
PLD 5  05/15/35,NWHUCN 5.019 02/18/28,-93.88866314999999,-121.60792612270271,27.719262972702722,2.448013475798824,99.45945945945947,74340XCR0,667495AN5
BIP 5.439 04/25/34,RY 4.829 08/08/34,30.88408206999999,23.373662738432433,7.510419331567558,2.4412217915867105,95.67567567567568,11291ZAH0,7800867G3
PLD 5  05/15/35,RY 4.632 05/01/28,34.990532650000006,26.118495616378375,8.87203703362163,2.421226534099514,99.45945945945947,74340XCR0,780086XL3
PLD 5  05/15/35,CSHU 4  03/06/32,-49.74231766,-62.192505309297296,12.450187649297298,2.4151602544496393,99.45945945945947,74340XCR0,16141AAF0
BIP 5.439 04/25/34,GILCN 4.149 11/22/30,23.69632749,15.851013486000001,7.8453140040000005,2.4057115903787523,98.37837837837839,11291ZAH0,375916AE3
PLD 5  05/15/35,TCN 5  09/08/33,-29.105859429999995,-39.31926819324324,10.213408763243244,2.395245201843368,99.45945945945947,74340XCR0,87971MCC5
CHPUCN 5.4 03/01/33,NWHUCN 5.019 02/18/28,-65.51652376999999,-81.64506731135134,16.12854354135135,2.380820044610653,99.45945945945947,17039AAX4,667495AN5
BIP 5.439 04/25/34,CCDJ 5.279 05/15/34,29.608154459999994,22.074628829891893,7.533525630108102,2.255194015486728,97.2972972972973,11291ZAH0,31430WU44
