Bond_1,Bond_2,Last,Avg,vs Avg,Z Score,Percentile,cusip_1,cusip_2
ENBCN 5.36 05/26/33,ENBCN 7.2 06/27/54,-110.61041967,-132.27718088686487,21.66676121686487,1.4565859855386836,86.48648648648648,29251ZBZ9,29250NCF0
ENBCN 6.1 11/09/32,ENBCN 7.2 06/27/54,-113.84237788,-134.7732145829189,20.93083670291891,1.4099755206661642,84.86486486486487,29251ZBW6,29250NCF0
ENBCN 4.56 02/25/35,ENBCN 7.2 06/27/54,-99.66718562,-120.88010489021623,21.212919270216233,1.3811267390547306,84.86486486486487,29251ZCH8,29250NCF0
ENBCN 3.1 09/21/33,ENBCN 7.2 06/27/54,-124.46130068,-142.39264918978378,17.93134850978379,1.360412543686626,84.86486486486487,29251ZBU0,29250NCF0
ENBCN 3.55 02/25/28,ENBCN 7  03/15/55,-141.05074441000002,-175.38841679437837,34.33767238437835,1.3089195369382456,91.35135135135135,29251ZCF2,29250NCG8
ENBCN 4.73 08/22/34,ENBCN 7.2 06/27/54,-103.88394724,-123.66395563821621,19.78000839821621,1.2988223261422143,82.70270270270271,29251ZCD7,29250NCF0
ENBCN 4.9 05/26/28,ENBCN 7  03/15/55,-138.80691478,-172.90062437956757,34.093709599567575,1.2749132838183719,88.64864864864866,29251ZCA3,29250NCG8
ENBCN 3.9 02/25/30,ENBCN 7  03/15/55,-126.66351185000002,-156.3691870347027,29.70567518470267,1.23708263948152,86.48648648648648,29251ZCG0,29250NCG8
ENBCN 4.21 02/22/30,ENBCN 7  03/15/55,-127.20033268000002,-157.15864527735135,29.958312597351338,1.2304811816626167,86.48648648648648,29251ZCC9,29250NCG8
VW 4  02/18/28,VW 4.6 06/08/29,-14.355898670000002,-20.538982539783785,6.183083869783783,1.1996487303513785,89.72972972972974,918423BH6,928668BT8
VW 4  02/18/28,VW 5.65 09/12/28,-8.24953022999999,-14.779032740594596,6.529502510594606,1.0786171042477244,83.78378378378379,918423BH6,928668BW1
VW 5.73 09/20/28,VW 4.6 06/08/29,-10.489782160000004,-15.499732990756756,5.009950830756752,1.0705877163427706,88.64864864864866,918423BE3,928668BT8
PLD 4.7 03/01/29,PLD 7  06/15/28,-4.054825979999997,-23.22737225745946,19.172546277459464,1.047906288828228,78.37837837837837,74340XCL3,74340XBW0
VW 5.73 09/20/28,VW 5.65 09/12/28,-4.383413719999993,-9.739783191567568,5.356369471567575,1.0397014314196045,81.08108108108108,918423BE3,928668BW1
BAC 2.598 04/04/29,BAC 5.162 01/24/31,-4.920141309999998,-11.263430356756757,6.343289046756759,0.9704375038940678,81.62162162162161,060505FU3,06051GML0
MET 1.95 03/20/28,MET 4.3 08/25/29,-9.647995630000004,-15.03651505264865,5.3885194226486455,0.9620975770712875,76.21621621621621,592179KA2,59217GFD6
TRPCN 4.2 03/04/2081,TRPCN 7 06/01/65,-52.493982880000004,-66.89650439205406,14.40252151205405,0.9174705032368583,75.67567567567568,89356BAF5,89352HBG3
BAC 2.598 04/04/29,BAC 5.819 09/15/29,1.4758586900000026,-3.548369275675675,5.024227965675678,0.9111412474477942,78.91891891891892,060505FU3,06051GLS6
MBGGR 5.12 06/27/28,MBGGR 5.1 08/03/28,10.200597119999998,4.387802779567568,5.81279434043243,0.8748138552925473,68.10810810810811,58769CAB8,58769JAL1
VW 4.49 11/19/29,VW 4.6 06/08/29,-0.9175005499999997,-4.5786421245945945,3.6611415745945948,0.7950419519980068,77.83783783783784,918423BK9,928668BT8
VW 4.49 11/19/29,VW 5.65 09/12/28,5.188867890000012,1.1813076745945954,4.007560215405416,0.7821144549263966,74.5945945945946,918423BK9,928668BW1
CNRCN 4.4 05/10/33,CNRCN 3.85 08/05/32,15.988722840000001,11.56257055691892,4.42615228308108,0.7711422314171704,74.5945945945946,136375DE9,136375DC3
BAC 2.598 04/04/29,BAC 4.979 01/24/29,3.6887586900000002,-0.5578746810810811,4.2466333710810815,0.7396972541148659,68.10810810810811,060505FU3,06051GMK2
BAC 2.598 04/04/29,BAC 2.087 06/14/29,0.6340586899999963,-4.236771437837837,4.870830127837833,0.7109468845340445,73.51351351351352,060505FU3,06051GJZ3
CNRCN 4.4 05/10/33,CNRCN 5.85 11/01/33,23.54051236,15.550423670054053,7.990088689945948,0.7002091089410274,65.4054054054054,136375DE9,136375DH2
ENBCN 5.36 05/26/33,ENBCN 8  01/15/2084,-114.74680372,-125.55188828021622,10.805084560216216,0.6685135961612948,69.72972972972973,29251ZBZ9,29250NBT1
MBGGR 5.12 06/27/28,MBGGR 5.1 11/15/29,0.051756550000000345,-4.722873621567568,4.774630171567568,0.6658447198394543,63.78378378378379,58769CAB8,58769JBA4
VW 4.42 08/20/29,VW 5.65 09/12/28,1.418471850000003,-2.079020235405405,3.497492085405408,0.6649251900066458,72.97297297297297,918423BG8,928668BW1
ENBCN 3.55 02/25/28,ENBCN 8  01/15/2084,-141.2485167,-157.52756046654054,16.279043766540525,0.6511826720547869,73.51351351351352,29251ZCF2,29250NBS3
VW 4.42 08/20/29,VW 4.6 06/08/29,-4.687896590000008,-7.8389700345945945,3.1510734445945863,0.6460737436118752,74.05405405405405,918423BG8,928668BT8
ENBCN 5 01/19/2082,ENBCN 7  01/15/2083,-12.57775423999999,-19.735262951297297,7.157508711297307,0.6348171600208925,76.21621621621621,29250NBJ3,29250NBP9
ENBCN 6.1 11/09/32,ENBCN 8  01/15/2084,-117.97876193,-128.0479219762703,10.069160046270284,0.6337502609340618,70.27027027027027,29251ZBW6,29250NBT1
